date,area_m2,treefall,branchfall,stand_dead
2018-02-28,42.59317596510,0,0,1
2018-07-24,32.16448655250,1,0,0
2018-07-24,21.54688566470,1,0,0
2019-07-24,34.41576633540,0,0,1
2019-07-24,17.58548901980,0,1,0
2019-09-23,56.56283650960,1,0,0
2019-09-23,9.19580692387,0,1,0
2018-07-24,26.69012687050,0,1,0
2018-05-23,34.92526904390,1,0,0
2018-05-23,13.69864413970,0,1,0
2019-09-23,7.62210305291,0,1,0
2018-02-28,93.13179197030,1,0,0
2018-04-04,26.80293625320,1,0,0
2018-08-27,71.20619918860,1,0,0
2018-12-26,28.62488902050,1,0,0
2019-08-28,132.89134814800,1,0,0
2018-02-28,17.44261961760,1,0,0
2019-01-28,23.59800853110,1,0,0
2019-04-24,53.39099387990,0,0,1
2019-09-23,93.19930339190,0,1,0
