date,area_m2,treefall,branchfall,stand_dead
2019-09-23,42.73964992570,0,1,0
2019-09-23,3.12360615429,0,1,0
2018-02-28,39.53993302330,1,0,0
2018-05-23,37.51967629460,1,0,0
2019-07-24,26.32351325030,1,0,0
2019-08-28,85.43530226500,1,0,0
2018-07-24,37.31960744850,1,0,0
2018-12-26,56.80391324150,1,0,0
2019-07-24,42.72519813540,1,0,0
2019-11-28,11.51814618680,0,1,0
2019-09-23,27.82984224820,1,0,0
2019-10-17,66.90093832060,0,1,0
2019-09-23,33.76630026290,0,1,0
2018-07-24,159.73312374100,1,0,0
2018-04-04,139.16844292200,1,0,0
2018-07-24,31.85251848520,1,0,0
2018-08-27,89.23925548390,1,0,0
2018-08-27,34.71639689830,0,1,0
2018-10-26,40.28950307060,1,0,0
2018-07-24,25.67769473120,1,0,0
2018-07-24,16.95931933220,1,0,0
2018-08-27,16.19346876820,1,0,0
2019-06-27,36.46400661840,1,0,0
2019-07-24,23.11773299930,1,0,0
2019-04-24,5.80943051435,1,0,0
2019-05-31,45.25658693390,1,0,0
2019-09-23,366.74372401900,1,0,0
2019-09-23,15.39699896580,0,1,0
2019-11-28,26.75548402640,1,0,0
2019-09-23,30.90189182290,1,0,0
2018-07-24,282.80758824000,1,0,0
2018-07-24,44.20331263150,1,0,0
2018-05-23,65.68566656140,0,1,0
2018-02-28,63.35954132210,1,0,0
2019-02-25,42.00694055590,1,0,0
2019-09-23,33.42238463940,1,0,0
2019-09-23,15.69712178070,0,1,0
2018-04-04,177.28021897100,1,0,0
2018-07-24,97.72125101040,1,0,0
2018-07-24,26.77743542950,1,0,0
2018-12-26,35.59930008780,0,1,0
2019-08-28,40.86191250970,0,1,0
2019-08-28,32.72445193080,0,1,0
2018-07-24,69.73072008420,1,0,0
2018-07-24,132.79428207500,1,0,0
2018-05-23,12.72102385230,1,0,0
2018-12-26,26.59977133370,0,1,0
2019-10-17,87.72351055960,1,0,0
2019-09-23,7.29448142699,0,1,0
2018-05-23,24.21991890970,0,1,0
2018-07-24,18.15305311690,0,0,1
2018-08-27,32.46814289600,1,0,0
2018-11-26,17.86657918720,0,1,0
2019-04-24,46.31038954910,1,0,0
2019-11-28,28.91750855690,0,1,0
2018-07-24,50.64529966940,1,0,0
2018-02-28,50.87338950180,1,0,0
2018-07-24,30.12140637500,0,1,0
2018-07-24,50.73291650530,0,1,0
2018-07-24,21.32760761830,0,1,0
2018-08-27,81.02164583420,0,1,0
2018-08-27,49.52796341340,0,1,0
2018-10-26,17.19527623690,0,1,0
2018-11-26,19.80587657400,0,1,0
2018-12-26,13.95358348790,0,1,0
2019-05-31,117.57138131500,1,0,0
2018-07-24,167.67523741700,1,0,0
2019-06-27,188.73845121300,1,0,0
2019-09-23,248.84573195200,1,0,0
2019-11-28,25.55458407710,0,1,0
2019-09-23,13.96972432150,0,1,0
2019-09-23,25.18577585920,0,1,0
2018-10-26,71.03922036850,1,0,0
2018-02-28,112.76710191300,1,0,0
2018-02-28,46.47014319540,1,0,0
2018-02-28,112.91013370400,0,0,1
2018-08-27,8.18625539926,0,1,0
2018-10-26,90.66365029690,1,0,0
2019-09-23,19.88247229870,0,1,0
2019-11-28,47.59827917800,0,1,0
2018-07-24,181.78084919000,1,0,0
2018-07-24,56.81550056310,0,1,0
2019-02-25,82.88052568020,0,1,0
2019-06-27,67.73124942680,0,1,0
2019-09-23,7.87928052327,0,1,0
2018-07-24,31.19255732770,0,1,0
2018-02-28,20.48903307570,0,1,0
2018-04-04,59.67586878610,0,1,0
2018-10-26,118.26112614900,0,1,0
2019-01-28,39.35260073250,0,1,0
2019-05-31,27.28349363100,0,1,0
2019-09-23,22.85146767150,0,1,0
2019-03-25,16.28327592850,0,1,0
2018-08-27,36.70106829450,0,1,0
2019-09-23,46.77445917790,1,0,0
2018-05-23,13.76430844560,0,1,0
2018-05-23,4.15058946831,0,1,0
2019-05-31,15.79723727530,0,1,0
2018-07-24,80.24231065120,0,1,0
2019-05-31,55.20882983550,1,0,0
2019-04-24,7.85091192784,0,1,0
2019-09-23,39.76622992670,0,1,0
2019-09-23,27.03217972120,1,0,0
2018-02-28,61.12108202630,1,0,0
2018-02-28,42.85063159110,0,1,0
2018-07-24,35.01978731260,0,0,1
2018-07-24,53.69666876790,0,0,1
2018-07-24,18.91703549080,0,1,0
2018-08-27,60.87104396610,1,0,0
2019-06-27,255.04723869700,1,0,0
2018-07-24,67.82287656500,1,0,0
2018-10-26,51.86457706150,1,0,0
2019-06-27,41.53543930760,1,0,0
2019-09-23,398.86794961800,1,0,0
2019-11-28,14.68175228710,0,1,0
2019-10-17,12.28740350640,0,1,0
2018-07-24,38.86852742410,1,0,0
2018-08-27,116.41376223600,1,0,0
2018-08-27,13.30647822700,0,1,0
2018-10-26,30.82222090880,1,0,0
2018-10-26,16.68846535400,1,0,0
2019-03-25,8.88828501690,0,1,0
2019-05-31,11.72227348930,0,1,0
2019-03-25,15.89690166880,0,1,0
2019-09-23,43.37056385540,1,0,0
2019-09-23,82.40917242540,0,1,0
2019-09-23,22.01332171760,0,1,0
2019-09-23,189.77416068200,1,0,0
2019-09-23,101.56308730600,1,0,0
2019-09-23,42.88357274690,1,0,0
2019-09-23,54.61373983920,1,0,0
2018-07-24,23.81445985490,0,1,0
2018-07-24,40.73838896030,1,0,0
2018-05-23,14.86758125880,1,0,0
2019-05-31,135.95790437300,1,0,0
2019-03-25,38.76312540760,0,1,0
2019-10-17,99.41260129080,1,0,0
2019-08-28,23.51698689080,1,0,0
2019-09-23,21.72878444510,0,1,0
2019-09-23,29.66515790260,1,0,0
2019-09-23,2.21774637323,0,1,0
2018-05-23,44.74125754890,1,0,0
2018-07-24,17.14075504120,1,0,0
2018-04-04,48.34528463160,1,0,0
2018-07-24,20.44215466880,0,1,0
2018-02-28,12.50610344210,0,1,0
2018-07-24,5.90461109801,1,0,0
2018-08-27,33.71577342820,0,1,0
2019-09-23,24.67542808950,0,1,0
2018-07-24,44.61738110470,0,1,0
2018-07-24,26.82304663540,0,1,0
2018-07-24,14.75972005890,0,1,0
2018-12-26,28.83443349510,0,1,0
2019-04-24,55.84679694710,1,0,0
2019-09-23,13.45497476010,0,1,0
2019-08-28,7.69478859834,0,1,0
2018-07-24,29.20469382540,0,0,1
2018-08-27,79.53021119660,1,0,0
2019-06-27,167.59780429100,0,0,1
2019-06-27,82.06756722620,0,0,1
2019-09-23,135.65690199500,0,0,1
2019-09-23,58.95138013090,0,0,1
2019-09-23,56.57851876650,0,1,0
2019-10-17,23.08845353610,0,1,0
2019-08-28,9.11544138720,0,1,0
2018-10-26,15.28222494630,0,1,0
2018-05-23,25.31635510040,0,1,0
2019-10-17,13.52678427620,0,1,0
2018-08-27,27.67843550140,0,1,0
