Id,area_m2,date,MEAN
17,22.94737452,13/07/16,-4.419341405
17,20.25583688,13/07/16,4.514067877
17,5.635721957,13/07/16,0.102455139
17,33.24332021,13/07/16,-12.17425722
17,39.23644182,13/07/16,-5.742209244
17,38.47535355,13/07/16,-5.599060482
17,11.03604463,13/07/16,-6.029707591
17,4.565738129,13/07/16,-0.168591309
17,40.76159614,13/07/16,-4.526274461
17,2.650224917,13/07/16,-10.58873749
17,26.39126455,13/07/16,-13.62356002
17,49.00271679,13/07/16,-7.86691803
17,75.66939418,13/07/16,-9.380267375
17,56.95575909,13/07/16,-9.766375008
17,25.09557244,13/07/16,-4.295724722
17,32.83575466,13/07/16,-8.694611044
17,74.31985205,13/07/16,-4.37523996
17,7.526044544,13/07/16,-4.765472412
17,52.01938328,13/07/16,-5.862528099
17,16.11531815,13/07/16,-5.707249361
17,33.96099143,13/07/16,-4.007678408
17,24.99529969,13/07/16,-5.695686927
17,9.696579645,13/07/16,-3.175308228
17,21.74408511,13/07/16,-12.47042316
17,49.93079544,13/07/16,-4.615854002
17,28.89154052,13/07/16,-15.45300892
17,18.04979129,13/07/16,-11.03954275
17,37.39121783,13/07/16,-4.019013349
17,72.36071331,13/07/16,-7.580389135
17,24.45567659,13/07/16,-12.24175964
17,12.0748277,13/07/16,-11.71041565
17,17.62615222,13/07/16,-10.94334681
17,31.84288289,13/07/16,-6.956617355
17,7.772000446,13/07/16,-2.588509696
17,9.096225346,13/07/16,-1.436147516
17,9.426559653,13/07/16,-0.475822449
17,30.25708941,13/07/16,-10.83915456
17,65.85292665,13/07/16,-7.991531372
17,15.08818332,13/07/16,-4.540805523
17,137.0780447,13/07/16,-6.86147777
17,84.19597444,13/07/16,-7.95872125
17,9.604422436,13/07/16,-9.939227295
17,13.3561504,13/07/16,-4.260607719
17,7.179953879,13/07/16,-4.689496358
17,31.8005106,13/07/16,-11.2241011
17,333.3463799,13/07/16,-16.92646066
17,40.60904383,13/07/16,-9.802063771
17,28.07815315,13/07/16,-5.331467262
17,11.30662124,13/07/16,-4.713453929
17,41.0374389,13/07/16,-6.106103232
17,34.23817084,13/07/16,-7.342869927
17,11.9691858,13/07/16,-3.51700592
17,100.253065,13/07/16,-10.40922668
17,121.0048863,13/07/16,-14.41455738
17,48.10405161,13/07/16,0.426668803
17,53.15415819,13/07/16,-7.811671864
17,71.41464067,13/07/16,-0.129605279
17,58.27553041,13/07/16,-6.060337491
17,116.4803858,13/07/16,-6.22981811
17,9.631397211,13/07/16,0.387821198
17,17.25400884,13/07/16,-0.66134464
17,27.75648193,13/07/16,-9.560747419
17,90.27073294,13/07/16,-9.125555559
17,35.19967652,13/07/16,2.717426647
17,41.57180625,13/07/16,-8.801989815
17,38.22830434,13/07/16,-5.670231468
17,14.25349756,13/07/16,-1.740986751
17,13.6675959,13/07/16,-9.329382324
17,62.96439541,13/07/16,-2.042799208
17,31.98769582,13/07/16,-1.539847904
17,25.17583161,13/07/16,-4.231073233
17,13.30017782,13/07/16,-3.455556696
17,8.341260525,13/07/16,-5.286577013
17,20.9342631,13/07/16,-4.443531202
17,181.7373396,13/07/16,-10.42226435
17,24.52877516,13/07/16,-11.38286452
17,211.1766605,13/07/16,-11.80878441
17,5.528906576,13/07/16,-0.614370728
17,13.14861781,13/07/16,-6.051552406
17,52.92719909,13/07/16,-9.387474204
17,9.1605806,13/07/16,-13.05639076
17,5.782381638,13/07/16,-9.308132935
17,21.44451534,13/07/16,-9.446271723
17,23.08942006,13/07/16,-5.464638088
17,13.81073651,13/07/16,-6.936864217
17,9.42830977,13/07/16,0.700900608
17,29.2238853,13/07/16,-8.023641968
17,13.98359118,13/07/16,-6.390981402
17,7.038936568,13/07/16,-1.631057739
17,16.09605033,13/07/16,-7.54208919
17,23.79115771,13/07/16,-12.04304077
17,44.50909071,13/07/16,-5.161770969
17,28.25859006,13/07/16,-13.73039654
17,7.813915717,13/07/16,-4.614164352
17,51.36102843,13/07/16,-7.635160858
17,4.692808725,13/07/16,-1.158992767
17,10.79066218,13/07/16,-2.762494601
17,11.10553296,13/07/16,-3.19663724
17,7.273830069,13/07/16,-4.70779201
17,12.36456606,13/07/16,-9.136801583
17,5.009546884,13/07/16,-3.178288778
17,13.10352109,13/07/16,-22.06614546
17,7.788385642,13/07/16,-3.045801163
17,11.14345977,13/07/16,2.585320791
17,19.12246207,13/07/16,-4.693102155
17,6.850596141,13/07/16,-3.104197184
17,24.49561038,13/07/16,0.015270996
17,30.33168939,13/07/16,-3.708868211
17,9.469146787,13/07/16,-10.84054226
17,6.515393962,13/07/16,-1.225411551
17,8.457917045,13/07/16,-10.06729507
17,57.72047927,13/07/16,-4.621447915
17,33.57491595,13/07/16,-8.37311184
17,34.2025604,13/07/16,1.680330549
17,17.31818738,13/07/16,-15.22044182
17,9.721541621,13/07/16,-0.404229736
17,24.71653129,13/07/16,-7.285968018
17,15.22162962,13/07/16,-3.774975777
17,13.73052275,13/07/16,-4.346418108
17,51.46179647,13/07/16,-7.682196104
17,32.91917089,13/07/16,-6.124370466
18,28.57738756,22/09/16,-14.37285886
18,33.6719713,22/09/16,-13.46092436
18,157.9815542,22/09/16,-13.35639857
18,65.36446857,22/09/16,-18.8725485
18,173.6365811,22/09/16,-10.51149414
18,80.6499669,22/09/16,-14.73681078
18,237.6372739,22/09/16,-10.96728281
18,51.45479601,22/09/16,-8.537291307
18,162.0065875,22/09/16,-7.978711999
18,54.47299302,22/09/16,-8.845967893
18,11.4542943,22/09/16,1.075958252
18,49.21169662,22/09/16,-6.204570848
18,26.22976866,22/09/16,-3.418211619
18,21.09764245,22/09/16,-7.865859985
18,73.63288664,22/09/16,-7.441796833
18,31.80635784,22/09/16,-5.267584801
18,63.71795193,22/09/16,-5.027826617
18,41.54599203,22/09/16,-1.233443069
18,6.654084996,22/09/16,-0.845462799
18,11.02109573,22/09/16,-4.492081275
18,40.29542008,22/09/16,-6.134156511
18,65.5849661,22/09/16,-9.046046015
18,21.6308443,22/09/16,-6.397770968
18,42.16553292,22/09/16,-2.661609738
18,39.23945886,22/09/16,-7.118970108
18,31.39050927,22/09/16,-9.440869731
18,6.49795291,22/09/16,-1.29728953
18,11.30137089,22/09/16,-2.413080069
18,13.54951559,22/09/16,-3.455215454
18,12.15248799,22/09/16,-7.867199238
18,16.20125591,22/09/16,-7.805867513
18,23.38069243,22/09/16,-7.087918091
18,8.884459423,22/09/16,-2.937131015
18,102.826195,22/09/16,-6.98853411
18,48.91791608,22/09/16,-6.362016639
18,9.919942296,22/09/16,-3.565048218
18,29.75633891,22/09/16,-3.938125102
18,32.47640795,22/09/16,-4.657284361
18,51.00392625,22/09/16,-6.166489868
18,13.9637341,22/09/16,-1.055877686
18,8.118303093,22/09/16,-11.31000192
18,23.61310096,22/09/16,-6.523250927
18,22.07945724,22/09/16,1.182727632
18,40.96212167,22/09/16,-9.60020484
18,27.68030849,22/09/16,-4.621794564
18,88.75834503,22/09/16,-12.53259569
18,31.70841775,22/09/16,-2.60743066
18,22.50228514,22/09/16,-6.65786223
18,8.514702593,22/09/16,-7.33215332
18,9.904253689,22/09/16,-0.880580139
18,23.58487897,22/09/16,-7.609505393
18,15.06996579,22/09/16,-1.823792521
18,16.87190503,22/09/16,-4.072144402
18,8.875365037,22/09/16,-0.48235321
18,33.41767677,22/09/16,-6.136574023
18,30.47169863,22/09/16,-1.878601074
18,34.47942381,22/09/16,-9.613514491
18,25.33305917,22/09/16,-1.285916138
18,10.38256025,22/09/16,-4.503650241
19,31.63358967,20/10/16,-15.32121735
19,38.13408867,20/10/16,-16.2421287
19,97.57505852,20/10/16,-17.69761356
19,43.45803551,20/10/16,-15.93594928
19,40.6139671,20/10/16,-14.30960709
20,69.50113724,23/12/16,-12.46641002
20,87.83729444,23/12/16,-16.42124085
20,29.2666794,23/12/16,-11.494259
20,125.386098,23/12/16,-14.54992041
20,203.0534162,23/12/16,-19.33604696
20,63.49849351,23/12/16,-14.47757122
20,116.843323,23/12/16,-14.77664404
20,143.6951165,23/12/16,-15.25399854
20,105.1220303,23/12/16,-16.06224496
20,56.24970685,23/12/16,-14.51238562
20,37.67730269,23/12/16,-11.18872632
20,136.3336573,23/12/16,-19.55059791
20,33.34031081,23/12/16,-13.36648798
20,82.33657592,23/12/16,-17.28157992
20,64.24420127,23/12/16,-12.76592969
20,122.3213834,23/12/16,-14.67599187
20,26.38146077,23/12/16,-14.30692743
21,37.09186022,15/03/17,-15.30360536
21,16.9985219,15/03/17,-12.85370445
21,18.94822465,15/03/17,0.058900452
21,17.86089132,15/03/17,-9.615784539
21,26.68016089,15/03/17,-8.92292051
21,48.72877977,15/03/17,-6.467969259
21,81.51898024,15/03/17,1.797968997
21,107.0169798,15/03/17,-6.40523441
21,174.5983388,15/03/17,-12.38161019
22,32.39533809,21/04/17,3.195159064
22,24.82643855,21/04/17,10.81045654
22,16.12721101,21/04/17,12.50109536
22,66.22084877,21/04/17,-5.187494366
22,69.34190639,21/04/17,-0.73736101
22,55.65029837,21/04/17,-10.18153627
22,275.7246131,21/04/17,-12.05346439
22,12.05717835,21/04/17,0.194847801
22,68.41497727,21/04/17,-5.016607312
23,47.35392535,17/05/17,1.175011817
23,32.38995541,17/05/17,-8.223929897
23,56.81434976,17/05/17,-2.790940148
23,39.19372056,17/05/17,-4.96026181
24,34.57528196,22/06/17,-2.485519409
24,33.77213257,22/06/17,-13.35889544
24,17.96598575,22/06/17,-2.431438022
24,29.21012787,22/06/17,-4.758017704
24,28.55488463,22/06/17,-0.51575143
24,48.76997413,22/06/17,-1.969261325
24,17.4577522,22/06/17,-5.977626801
24,35.23691623,22/06/17,-3.725466179
24,20.10112667,22/06/17,-10.45254135
24,136.6818038,22/06/17,4.132960697
24,53.82425566,22/06/17,-7.60459612
24,38.39006614,22/06/17,-2.825072861
24,51.93796685,22/06/17,-5.416612244
24,16.39773887,22/06/17,-1.444057465
25,23.2289331,31/08/17,-4.098669052
25,26.08057352,31/08/17,-11.78111211
25,18.23531621,31/08/17,-21.40558963
25,57.75076624,31/08/17,-7.431132802
25,104.9332035,31/08/17,-7.092038228
25,11.63616799,31/08/17,-14.22664134
25,20.0663357,31/08/17,-6.196105194
25,99.23522759,31/08/17,-6.04677948
25,27.46810159,31/08/17,-2.877985461
25,75.23799452,31/08/17,-7.656500967
25,14.84657987,31/08/17,-5.905637614
25,165.888961,31/08/17,-9.740159966
25,33.76121922,31/08/17,-2.558175031
25,141.4324692,31/08/17,-1.916493236
25,276.4641217,31/08/17,-3.39815744
25,66.05775981,31/08/17,-11.93466609
25,19.36607817,31/08/17,-1.283214569
25,63.35810017,31/08/17,-7.242038965
25,33.09487136,31/08/17,-11.53606762
25,14.99078939,31/08/17,-0.092087882
25,69.26266927,31/08/17,-10.86756374
25,37.371065,31/08/17,-11.8933352
26,17.83717725,27/09/17,-6.925695083
26,13.22107259,27/09/17,-5.252969595
26,86.91729526,27/09/17,-5.811586627
27,8.781379565,30/10/17,-8.978251866
27,20.96638377,30/10/17,-3.145883661
27,31.9775803,30/10/17,-9.292724147
27,23.98884362,30/10/17,-10.85379493
27,20.575758,30/10/17,1.297665803
27,15.00479031,30/10/17,7.850526937
27,85.14941987,30/10/17,-6.299102783
27,34.49842345,30/10/17,-5.60618322
27,59.6525373,30/10/17,-10.16908911
27,49.48066571,30/10/17,-3.395612399
27,61.66349109,30/10/17,-18.96897101
27,91.2881085,30/10/17,-19.68953975
27,23.3955441,30/10/17,-9.556509267
27,21.16799708,30/10/17,-2.992724332
27,27.03654722,30/10/17,-1.509098346
27,19.36667652,30/10/17,-4.487345378
27,45.9062298,30/10/17,-4.961451213
28,13.456575,29/11/17,-6.975891113
28,28.91890865,29/11/17,-8.982863835
28,60.78597694,29/11/17,-16.82180811
28,57.44125009,29/11/17,-16.27266499
28,33.28272916,29/11/17,-12.16335207
28,52.10723908,29/11/17,-4.979691139
